path	musuw_change	upstream_change	final_mode	final_blob	resolution	mapped_target_path	evidence
frontend/src/components/menu.resource-nav.visual-contract.test.mjs	A	-	100644	c5945ad56f45238f991b478ad049cb516b2de01c	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/components/menu.vue	M	M	100644	ff4876b033ffcbb55f5106308d0b9e41699470bd	preserve-musuw-exact		overlap review retained the audited Musuw content exactly
frontend/src/components/modelSelectorClearability.test.ts	-	A	100644	b613fdc51dfbafd8c832e8b026e4c38916affa55	adapt-upstream-for-musuw		fixed-target path is present with Musuw product/runtime adaptation
frontend/src/components/modelSelectorFilter.test.ts	-	A	100644	3397af189a29fe337643b0d975f4ec078feba740	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/components/modelSelectorFilter.ts	-	A	100644	c7f642743b722835e5fca05b023025720cb2e49d	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/components/settings/SandboxBackendBadge.vue	-	A	100644	5e247ed0f04ab32cff750a054798359302d0e544	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/components/settings/SettingCard.vue	M	-	100644	091576c55e3fdfb1c72dbc340c478e427494785f	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/components/settings/SettingDrawer.vue	M	M	100644	9ce6d22d9a2420f734f6d20c5029d882c1218b82	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
frontend/src/components/share-to-space-panel.overlay.less	-	M	100644	e88013f349ae48bee4c02692fe4c2ae584887f34	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/components/upload-mask.vue	M	-	100644	94cd200215a556c0e56cda9c5d4c914d96cf0ec1	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/composables/preferenceStorage.ts	M	-	100644	31a39beda601e9466e78e567dd01861d65c53b37	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/composables/useChatCitationPopover.ts	M	-	100644	948dad67061997eafc97664fabdf2d1307b203c4	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/composables/useChatMemoryRow.ts	-	A	100644	37457ab18c19062c66ee72979f76ba43391809ed	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/composables/useChatQuestionMinimap.ts	-	A	100644	45952ef94734cc444ddbdacde987045e5c1d90be	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/composables/useChatStreamHandler.test.mjs	-	A	100644	1006cc07c7d4a5cc6c373097cf90b381ced2c23c	adapt-upstream-for-musuw		fixed-target path is present with Musuw product/runtime adaptation
frontend/src/composables/useChatStreamHandler.ts	M	M	100644	55821569fb35d3942bf2aa217f8233e985322219	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
frontend/src/composables/useEmbedChatSession.ts	M	M	100644	624eda3d8f40533b43a42367abeb462cc7117ae1	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
frontend/src/composables/useFont.ts	M	-	100644	344beadc8ed7f7fefd90fe7a8e249fd1dfefb4df	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/composables/useResourcePins.ts	M	-	100644	fd26ef4d39e52177d16d018f7e658e172037d31e	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/composables/useTheme.preference.test.ts	A	-	100644	23a73b2bebe4c1905651302396ab8f889a87b4c1	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/composables/useTheme.ts	M	-	100644	ee24784e912bfc944376d3cb5ada54b2a5b5e99d	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/config/deploymentCapabilities.test.ts	-	A	100644	09bf8f8f5ec81d37c71a12037a15345ed4c63e0d	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/config/deploymentCapabilities.ts	-	A	100644	e6219eb13b817cdbb5cd5fe24e38512ef653db6f	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/config/integrations.ts	-	M	100644	8dc2b34186840d4646c0c66be1953f678b2ba2c9	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/config/managedExperienceUi.test.mjs	A	-	100644	53d9124b4d41046c5a0d6e8275706e5faf33f8e3	adapt-musuw-for-target		audited Musuw path retained and adapted at its existing owner for the target contract
frontend/src/config/settingsAccess.test.ts	M	M	100644	dad85c3c3e16d1204e150c46a2f0fc160f40863a	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
frontend/src/config/settingsAccess.ts	M	M	100644	c0f07198226c5cb777a4ebf72b7adcafd95791dc	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
frontend/src/config/settingsRoute.test.ts	-	A	100644	078d40e1c47413b6998c9aeb80df18922d5c6c41	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/config/settingsRoute.ts	-	A	100644	c3f3487b6f01c9f167027cfe87e38391731452c2	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/directives/stableHtml.ts	-	M	100644	723854bf13d4622f5b7ae4196f4ddafe1ef2e593	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/hooks/useKnowledgeBase.ts	-	M	100644	1e37991722878070bd0ec5a8f7a2da2c9b54a701	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/i18n/embed.ts	-	M	100644	3cd7cf3bd0b3fdceb47559e8dded8958cb63588b	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/i18n/index.ts	M	M	100755	de9d8f441541af64d3e91ffda7f716b35b796ea5	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
frontend/src/i18n/locale.test.ts	A	-	100644	a7378f53a43902fc7d4054cc2619b29396dca291	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/i18n/locale.ts	A	-	100644	46da765b1d6ae71c7f62ea9722f75935d8170f49	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/i18n/localeKeyAudit.ts	-	M	100644	0cb915f389d8a4031fdbf148fe97a7422a3b2950	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/i18n/locales/en-US.ts	M	M	100755	8aa0bf0712ece030edf4662beac54798ce5f236c	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
frontend/src/i18n/locales/ko-KR.ts	M	M	100755	69489ab9491761a3d5c17c6153ca5d1f82516a9b	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
frontend/src/i18n/locales/ru-RU.ts	M	M	100755	2ef3a03e31b36b12c0da6f7beb53e38b87de3b3e	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
frontend/src/i18n/locales/zh-CN.ts	M	M	100755	5bd7b5949f3a13b11f2bd53ec55964ab7c01e794	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
frontend/src/i18n/memoryKeyReferences.test.ts	-	A	100644	c5f17c520826e8338bf9ac647e096cd87d1fdc2a	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/i18n/resolveDefaultLocale.test.ts	-	A	100644	b5f456010f1e5c9a8f7f5d0cfa558b8e11c7a7f3	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/i18n/resolveDefaultLocale.ts	-	A	100644	808495f57a0dd98ef5af65512e1c746b042828aa	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/main.ts	M	M	100644	10e81652c0c1ef089278093e64a3531ae33d46d2	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
frontend/src/operations-main.ts	A	-	100644	33bbafbe83a1a73811cc60248736168a91af9543	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/operations/AccountErasureOperations.test.mjs	A	-	100644	37d5131db2fc7cacb89505878be20ace36bc9fc9	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/operations/ComplimentaryPlanOperations.test.mjs	A	-	100644	3d6904657898adb6496b4edcaf9a93959e76715c	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/operations/EnvironmentSwitch.test.mjs	A	-	100644	0da789c3cd303580a86637cdd4729dec4fb8beab	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/operations/ModelsPolicyPage.test.mjs	A	-	100644	ee9747549be3c9f8a39b03a81cba32ed0eca3c07	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/operations/OperationsApp.vue	A	-	100644	b373a292857893697db2d0d8f764c19e143bfd61	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/operations/OperationsCsrf.test.ts	A	-	100644	ad3ebfe03953e354e7ef56644752e8c89cf0ac17	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/operations/api.ts	A	-	100644	100dc53c9d608e2129ced74c76af13a550aec96d	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/operations/csrf.ts	A	-	100644	fd24b5a83c871d754ec433c82a10fabdfdc77695	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/operations/format.ts	A	-	100644	067fb8fd2e93524a2c633631ea6c6f6caf344246	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/operations/operations-console.less	A	-	100644	9bc98203561796cbcde3ae704ec17881b4e06e1c	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/operations/pages/BillingPage.vue	A	-	100644	532a276db62a8c0a3b8e0a9511c1daeb0d790695	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/operations/pages/IdentityPage.vue	A	-	100644	676b60bd3b1367fee98b3d78464edbded174dd71	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/operations/pages/KnowledgePage.vue	A	-	100644	ab6d02fbd1b113e28a0b5298abbc446ffc310ace	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/operations/pages/LogsPage.vue	A	-	100644	0c6c3a93bd4bfc2d25d870d0356d9a6d90d565df	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/operations/pages/ModelsPolicyPage.vue	A	-	100644	8c1faf5b8879a56e1bde3282b2a783567f535fdb	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/operations/pages/OverviewPage.vue	A	-	100644	2502e54fd9e3568ab9d364a8b96eb4d2404af904	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/operations/pages/StoragePage.vue	A	-	100644	dbc4de32dce724c40abd16ee51bf57a892d6c866	adapt-musuw-for-target		audited Musuw path retained and adapted at its existing owner for the target contract
frontend/src/operations/pages/UsersPage.vue	A	-	100644	3b6e46ccbd76c505889aab6469680c038a652ac0	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/operations/types.ts	A	-	100644	67b38e29475fa987fd612d8e6398585fc0beeeaa	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/router/index.test.mjs	A	-	100644	01d5637d015e25ef742dfa4ccb8613a2d205ea20	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/router/index.ts	M	M	100644	353963835777780f7a8805fb7af6f5eb069441e6	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
frontend/src/stores/auth.ts	M	M	100644	e1a016226f06f8c59e436cb3703b1a92e3b3db51	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
frontend/src/stores/chatResources.ts	M	M	100644	8c62782d19b623ec012fb3e0f2aa4823cc5aab28	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
frontend/src/stores/commandPalette.ts	M	-	100644	4588b2fc6890531c1c75602d99a8273be302ad09	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/stores/deploymentCapabilities.ts	-	A	100644	0a8c2edf6267d9e02c9b5939ed33723c55693736	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/stores/editorResources.ts	-	M	100644	7257015827e4aab8958f3fd7780b5d4207abd3f1	adapt-upstream-for-musuw		fixed-target path is present with Musuw product/runtime adaptation
frontend/src/stores/liteChatSettings.test.ts	A	-	100644	219a8c369982cb5023d2313304c6e3bf8f64cd3e	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/stores/localizedResourceCache.test.ts	-	A	100644	341bd5a190397625898292e55b936d5e371187d1	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/stores/localizedResourceCache.ts	-	A	100644	bd16b7178e56e0977f5889926ff60dd025fd3781	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/stores/menu.ts	M	M	100644	5a193ea5184d8006f605f999988752750576fb7f	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
frontend/src/stores/organization.ts	-	M	100644	ffc8fbd5a510d79b3d55f8f91394dab6b439eec9	adapt-upstream-for-musuw		fixed-target path is present with Musuw product/runtime adaptation
frontend/src/stores/settings.ts	M	-	100644	2fbda4aded34462242fa97b09fe0a003237aa6c3	adapt-musuw-for-target		audited Musuw path retained and adapted at its existing owner for the target contract
frontend/src/stores/settingsStorage.test.mjs	M	-	100644	5fb4b897ffc86c7edeb3fb39d9174cebcef5ebba	adapt-musuw-for-target		audited Musuw path retained and adapted at its existing owner for the target contract
frontend/src/stores/settingsStorage.ts	M	-	100644	c272cdf5ad98bd6980bc047cdb7f3c8a524d2c43	adapt-musuw-for-target		audited Musuw path retained and adapted at its existing owner for the target contract
frontend/src/types/business-controller-shim.d.ts	A	-	100644	323ce5c8747ad943bac650e89dfe9f0fb6293739	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/types/d3-force-3d.d.ts	A	-	100644	9835bcc3e1d0089f02b6777ebd99fab7af3c50a2	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/types/mention.ts	-	M	100644	be0ac99d9cadf73bc47fe3c58e0e73362b9db0a3	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/types/tool-results.ts	-	M	100644	f1cdc455f38bc54b39c927279f4f61ccdbf2796c	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/utils/agent-readiness.test.mjs	M	-	100644	8fc22944ac90792e08e57f417f7c5b1df10424da	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/utils/agent-readiness.ts	M	-	100644	850c5ba795000d5ac075eb42e9fa687add69cc45	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/utils/agent-tool-display.test.mjs	-	M	100644	719324361602e5be64d93e5fedc49ba76249666c	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/utils/agent-tool-display.ts	-	M	100644	ccaaa1e62acfd1b7f0511abb96b37da46c5b7cc9	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/utils/agent-tool-icons.ts	-	M	100644	260b52d180aed2d26880e19f9e3a20d0c5298ecf	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/utils/attachmentPreview.ts	-	M	100644	d05a63447484bf248bfc0cf2999bc1d934091be2	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/utils/chatMarkdownRenderer.test.ts	M	-	100644	eff891ba3340f5d37debad096d77e4188a6b61fd	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/utils/chatMarkdownRenderer.ts	M	M	100644	176f4f3525ff17a446951ce7c69167737b728093	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
frontend/src/utils/chatMessageShared.ts	-	M	100644	3fea409920fcfe7dc898025cfc0ff1cd27da8e1a	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/utils/chatQuestionMinimap.test.ts	-	A	100644	2f89cccb49922ba230a271857d886fd76a683c47	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/utils/chatQuestionMinimap.ts	-	A	100644	fd6e667d8f9c1a5cf50cebd828a30c604501d9bf	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/utils/clipboard.ts	-	A	100644	82972f86eb13185424a734508e7c8875d23623ee	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/utils/consumerPlanError.ts	A	-	100644	9466a279d2d4c27b8546dd39c54cba5f2cb6b132	adapt-musuw-for-target		audited Musuw path retained and adapted at its existing owner for the target contract
frontend/src/utils/consumerSceneModels.test.ts	A	-	100644	bfc51ab66fdd5761d2537fdf9e244bf0ae627bf3	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/utils/consumerSceneModels.ts	A	-	100644	8d280f9fd1ebc92eca80cd050384baa3e9358349	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/utils/filePreview.test.ts	-	A	100644	0e7bf43e7fad733c28bdbcb9c524ceed6577629d	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/utils/filePreview.ts	-	A	100644	77e62d06f9926345c422ed247b73f5d1cb820ed6	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/utils/fileTypeVerification.test.ts	M	-	100644	d6a9b713a2e86865c8be6868bc571ed05e9e70c9	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/utils/fileTypeVerification.ts	M	-	100644	fb5b1aebec5fdbbaaba5a47d8ca341046b20833f	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/utils/files.ts	-	M	100644	b6b74db999fead50d44ea4d3b4e2dad87cd72bbf	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/utils/index.ts	M	M	100644	6d8373bdc001b57ca9eb048250dc0d6f7111fe15	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
frontend/src/utils/liteChatSettings.ts	A	-	100644	c2794c5323afc41bf58f5c90ebfbf27bed57d22f	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/utils/managedChatModels.test.ts	A	-	100644	2b23bf5884b0060be6152c1c8d0351c1a87a2e81	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/utils/managedChatModels.ts	A	-	100644	cf3f81a067a1e4c1f91b809a31eed18ddb80a834	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/utils/markdownDomPurify.ts	-	M	100644	0c688d56cd001bb841ce71f1d8b5116a3e30e3c9	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/utils/markdownEnhancements.ts	-	M	100644	4b5e866d1e327c4f46f8cd35c39a4d15689515c8	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/utils/mermaidShared.ts	-	M	100644	5eaaf2167e5a3141892dc85da1c0f48310b7598c	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/utils/mermaidStreaming.test.ts	-	A	100644	3e2382c92a1048f8a526dfd0899f06837c07c24e	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/utils/mermaidStreaming.ts	-	A	100644	7440fbd32c49c65bff28131cd1ff8565a58ac8f4	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/utils/messageTimestamp.test.ts	-	A	100644	d549eb0e2b7e092607593c6f7bac087146c2a6cf	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/utils/messageTimestamp.ts	-	A	100644	ec3b72e384b327a1638aebad9bc83732c53bc0de	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/utils/modelDefaults.ts	-	A	100644	92e6815fb47c6d7a749cc7d3d454afdf87159d35	adapt-upstream-for-musuw		fixed-target path is present with Musuw product/runtime adaptation
frontend/src/utils/nativeAuthHandoff.test.ts	A	-	100644	e90b64a4ccdbb5a5c340935033df346299146064	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/utils/nativeAuthHandoff.ts	A	-	100644	2ea6d4c0a675f25d2c2fc1892c77fa70e68e90b6	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/utils/paddleCheckout.test.mjs	A	-	100644	1b7a04dd65585a1b652ad65715a84b051179ad63	adapt-musuw-for-target		audited Musuw path retained and adapted at its existing owner for the target contract
frontend/src/utils/paddleCheckout.ts	A	-	100644	8cfb5155f121a1592367b8a701119216add61cd6	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/utils/protectedFileAccess.test.ts	-	M	100644	c865396d78b8c1faefe6d172c410551ed1ad9df8	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/utils/protectedFileAccess.ts	-	M	100644	875e06e0ca51d3f420add94849932e57ef0bc44b	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/utils/referenceTextareaAutosize.ts	A	-	100644	a5c3372550ad3f8315f071932e8c03739b05f179	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/utils/request.auth-recovery.test.mjs	A	-	100644	1b3fe708040e66ecc2a844b1a73b97c4506a8fa9	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/utils/request.consumer-plan-errors.test.ts	A	-	100644	b67cca00964e25eeb3752ae5ac593c6900464cdc	adapt-musuw-for-target		audited Musuw path retained and adapted at its existing owner for the target contract
frontend/src/utils/request.ts	M	M	100644	40f7973f4ac03c2c068ce7fd2863c8351450f07f	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
frontend/src/utils/sandboxArtifactRefs.test.ts	-	A	100644	f1912f3da39559f3496287410ace84a370557d36	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/utils/sandboxArtifactRefs.ts	-	A	100644	62a0b5cb5e38cbfec41691945ed53ac6409d04ee	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/utils/security.ts	-	M	100644	09a6b62233ae1fe610ca3dd8718a0a5b291b7c34	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/utils/shellExecResult.test.ts	-	A	100644	6183d161316464908f00a26ab810c1dc3c89f8a2	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/utils/shellExecResult.ts	-	A	100644	6d822b7b0d708b25f3879503b1fd0d31ed87f484	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/utils/skillArtifacts.test.ts	-	A	100644	80e1a307db9e83d0e2104ed22e8636945146c57e	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/utils/skillArtifacts.ts	-	A	100644	6644f2dbe1a080432df86402e3b7e3da44e5bc87	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/utils/skillToolDisplay.test.ts	-	A	100644	a69e9bbb859a4da40d5310343847a5c6874ddd47	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/utils/skillToolDisplay.ts	-	A	100644	b76843d101d6df9e6be7904302d23f5700447d2a	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/utils/tenantSwitch.ts	-	M	100644	b5dba02bdf70c3c48cdbfab58fc366f2b93d38d2	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/utils/userFacingAIError.test.ts	A	-	100644	d1e25960ab6a2cf1a01477b743a617dcdd002c5a	adapt-musuw-for-target		audited Musuw path retained and adapted at its existing owner for the target contract
frontend/src/utils/userFacingAIError.ts	A	-	100644	8643b288af124f032f8a35660f95daf71d8cd285	adapt-musuw-for-target		audited Musuw path retained and adapted at its existing owner for the target contract
frontend/src/views/agent/AgentConsumerSurface.visual-contract.test.mjs	A	-	100644	7bc5ec486b770137b1b93d8368ef9a051b64a184	adapt-musuw-for-target		audited Musuw path retained and adapted at its existing owner for the target contract
frontend/src/views/agent/AgentEditorModal.test.mjs	M	M	100644	182764e1397893d647bb2c7bad1a560f59f6336e	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
frontend/src/views/agent/AgentEditorModal.vue	M	M	100644	7834507abc033150e966497f6c7c49984248fc11	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
frontend/src/views/agent/AgentList.vue	M	M	100644	2357bfeeb911ea291227b23c15d0c6fc86745b7a	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
frontend/src/views/auth/Login.vue	M	M	100755	5775b07e48473b39d2f76977f67f569eb53c0cf0	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
frontend/src/views/auth/WorkspaceOnboarding.vue	M	M	100644	b7cbc66457fb6ee3525b4c52b2d24bbfea446fc4	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
frontend/src/views/billing/Checkout.test.mjs	A	-	100644	9099863e9d7f2710205d4e21555a4ae8c9857280	adapt-musuw-for-target		audited Musuw path retained and adapted at its existing owner for the target contract
frontend/src/views/billing/Checkout.vue	A	-	100644	d0ebe567659d893a0a1776113f8787d641ef31ee	adapt-musuw-for-target		audited Musuw path retained and adapted at its existing owner for the target contract
frontend/src/views/billing/CheckoutSyncTimeout.test.mjs	A	-	100644	6000d1c006519b857a0e42a1eae46c8d4dac6299	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/views/billing/PaymentLink.test.mjs	A	-	100644	aefbb118f0b6346e4cca79d72f3186fe2fe45f3e	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/views/billing/PaymentLink.vue	A	-	100644	4b4a3ca1fd340faa89248c48e021b3781c84ba2c	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/views/billing/Plans.test.mjs	A	-	100644	3d009a51482450f6c8211a3e6382f113d8b0dd68	adapt-musuw-for-target		audited Musuw path retained and adapted at its existing owner for the target contract
frontend/src/views/billing/Plans.vue	A	-	100644	8a2843a3f49ad7413d5b27779f36b8040b76a269	adapt-musuw-for-target		audited Musuw path retained and adapted at its existing owner for the target contract
frontend/src/views/billing/RetainLanding.test.mjs	A	-	100644	f41b6a6f87a9f1529b1276e7a63320390922ddbf	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/views/billing/RetainLanding.vue	A	-	100644	8006ec8ce9e2963026781df7e7ac7ae3e2b2d124	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/views/billing/entitlementCopy.test.mjs	A	-	100644	636731cda5b4a04b26d1b9fcdbb73917c42eaf3e	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/views/chat/components/AgentStreamDisplay.style.test.mjs	-	M	100644	ddb85de20f2988639f1cdbccd9fe550490d8863e	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/views/chat/components/AgentStreamDisplay.vue	M	M	100644	bacc6a1a450eb0f94ff5ae68e12fed3e53af1770	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
frontend/src/views/chat/components/ChatArtifactsDrawer.vue	-	A	100644	051272c25131327370a6eb346d930ffdc9a21822	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/views/chat/components/ChatMemoryStep.vue	-	A	100644	27cc324953732b6880e714dbe70a0f1e6273b349	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/views/chat/components/RagPipelineProgress.style.test.mjs	M	M	100644	2e7ceabcafa7f1a75720afeee24e3c565379ff9d	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
frontend/src/views/chat/components/RagPipelineProgress.vue	M	M	100644	b368d73957c54076b13e8ee7f73f1778797b9f9e	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
frontend/src/views/chat/components/ToolResultRenderer.vue	-	M	100644	142abf9b0f83e97ce3f377c56f08c03bdddd18d4	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
frontend/src/views/chat/components/answerToolbarCompletion.test.mjs	M	M	100644	198442742010bb8122945db462ad5769a0805abd	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
frontend/src/views/chat/components/botmsg.vue	M	M	100644	027a2f03f22fe5b2b91fa2d166dcbb9805028326	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
frontend/src/views/chat/components/chatLinksNewTab.test.mjs	M	-	100644	d9c0bc77095c50d339d91cf48600b56fae62fe33	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/views/chat/components/chatVisualContract.test.mjs	A	-	100644	bcd44a53ae84508f6cdf61ca9c8c0c15e92f5689	preserve-musuw-exact		audited local-only content is byte-identical
frontend/src/views/chat/components/deepThink.vue	M	-	100644	a5c05b6f1766b367ed1feab1109d60391a70c35a	preserve-musuw-exact		audited local-only content is byte-identical
